2015-03-27,Spain,Ukraine,1,0,UEFA Euro qualification,Seville,Spain
2015-06-11,Spain,Costa Rica,2,1,Friendly,León,Spain
2015-09-05,Spain,Slovakia,2,0,UEFA Euro qualification,Oviedo,Spain
2015-10-09,Spain,Luxembourg,4,0,UEFA Euro qualification,Logroño,Spain
2015-11-13,Spain,England,2,0,Friendly,Alicante,Spain
2016-03-28,Liechtenstein,Faroe Islands,2,3,Friendly,Marbella,Spain
2016-05-28,Gabon,Mauritania,0,2,Friendly,Cornellà de Llobregat,Spain
2016-06-07,Spain,Georgia,0,1,Friendly,Getafe,Spain
2016-09-05,Spain,Liechtenstein,8,0,FIFA World Cup qualification,León,Spain
2016-11-12,Spain,North Macedonia,4,0,FIFA World Cup qualification,Granada,Spain
2017-03-24,Spain,Israel,4,1,FIFA World Cup qualification,Gijón,Spain
2017-06-07,Spain,Colombia,2,2,Friendly,Murcia,Spain
2017-06-13,Cameroon,Colombia,0,4,Friendly,Getafe,Spain
2017-09-02,Spain,Italy,3,0,FIFA World Cup qualification,Madrid,Spain
2017-10-06,Spain,Albania,3,0,FIFA World Cup qualification,Alicante,Spain
2017-11-11,Spain,Costa Rica,5,0,Friendly,Málaga,Spain
2018-03-21,Andorra,Liechtenstein,1,0,Friendly,La Línea de la Concepción,Spain
2018-03-22,Faroe Islands,Latvia,1,1,Friendly,San Pedro de Alcántara,Spain
2018-03-23,Ukraine,Saudi Arabia,1,1,Friendly,Marbella,Spain
2018-03-24,Canada,New Zealand,1,0,Friendly,San Pedro del Pinatar,Spain
2018-03-25,Faroe Islands,Liechtenstein,3,0,Friendly,Marbella,Spain
2018-03-27,Spain,Argentina,6,1,Friendly,Madrid,Spain
2018-05-09,Algeria,Saudi Arabia,0,2,Friendly,Cádiz,Spain
2018-05-15,Saudi Arabia,Greece,2,0,Friendly,Seville,Spain
2018-06-03,Spain,Switzerland,1,1,Friendly,Vila-real,Spain
2018-09-11,Spain,Croatia,6,0,UEFA Nations League,Elche,Spain
2018-10-11,Honduras,United Arab Emirates,1,1,Friendly,Barcelona,Spain
2018-10-15,Spain,England,2,3,UEFA Nations League,Seville,Spain
2018-10-16,United Arab Emirates,Venezuela,0,2,Friendly,Barcelona,Spain
2018-11-18,Spain,Bosnia and Herzegovina,1,0,Friendly,Las Palmas,Spain
2019-03-22,Argentina,Venezuela,1,3,Friendly,Madrid,Spain
2019-03-23,Spain,Norway,2,1,UEFA Euro qualification,Valencia,Spain
2019-06-09,Congo DR,Burkina Faso,0,0,Friendly,Marbella,Spain
2019-06-10,Spain,Sweden,3,0,UEFA Euro qualification,Madrid,Spain
2019-06-15,Kenya,Congo DR,1,1,Friendly,Madrid,Spain
2019-10-12,Colombia,Chile,0,0,Friendly,Alicante,Spain
2019-10-13,Ecuador,Argentina,1,6,Friendly,Elche,Spain
2019-10-15,Chile,Guinea,3,2,Friendly,Alicante,Spain
2019-11-15,Spain,Malta,7,0,UEFA Euro qualification,Cádiz,Spain
2019-11-18,Spain,Romania,5,0,UEFA Euro qualification,Madrid,Spain
2020-09-06,Spain,Ukraine,4,0,UEFA Nations League,Madrid,Spain
2020-10-10,Spain,Switzerland,1,0,UEFA Nations League,Madrid,Spain
2020-11-17,Spain,Germany,6,0,UEFA Nations League,Seville,Spain
2021-03-25,Spain,Greece,1,1,FIFA World Cup qualification,Granada,Spain
2021-03-27,Norway,Turkey,0,3,FIFA World Cup qualification,Málaga,Spain
2021-03-31,Spain,Kosovo,3,1,FIFA World Cup qualification,Seville,Spain
2021-06-02,Norway,Luxembourg,1,0,Friendly,Málaga,Spain
2021-06-04,Spain,Portugal,0,0,Friendly,Madrid,Spain
2021-06-06,Norway,Greece,1,2,Friendly,Málaga,Spain
2021-06-08,Spain,Lithuania,4,0,Friendly,Leganés,Spain
